country_id	country_name	year	AG.SRF.TOTL.K2	NY.GDP.MKTP.KD.ZG	NY.GDP.PCAP.CD	SH.DYN.NMRT	SH.H2O.SAFE.UR.ZS	SH.STA.BFED.ZS	SI.POV.NAGP	SM.POP.REFG.OR	SP.ADO.TFRT	SP.POP.65UP.TO.ZS	SP.POP.GROW	SP.POP.TOTL	SP.URB.TOTL.IN.ZS	TM.VAL.FOOD.ZS.UN	TX.VAL.FOOD.ZS.UN
MLT	Malta	2014	320	NA	NA	4.4	100	NA	NA	5	16.8426	18.6712247111124	0.947375259271935	427404	95.277	9.44743687138153	6.07016474649751
MMR	Myanmar	2014	676590	8.49966360170443	1203.84466293825	27	92.7	NA	NA	223891	16.7116	5.2417700574239	0.85196116019991	53437159	33.551	NA	NA
MNA	Middle East & North Africa (developing only)	2014	8775420	1.50469193943231	4313.13052436019	14.4	95.0937059115833	NA	NA	4451133	42.350397332507	4.86090723948229	1.90038660778033	357312867	60.0150182414981	NA	NA
MNE	Montenegro	2014	13810	1.78371009295071	7378.46395009878	3.3	100	NA	NA	604	12.464	13.3436858299802	0.0954137901054266	621800	63.832	NA	NA
MNG	Mongolia	2014	1564120	7.82389914352714	4129.37354836224	11.7	67	NA	5.2	2146	16.3448	3.9828569720101	1.75759783749282	2909871	71.222	8.98793138501852	0.758915358204168
MNP	Northern Mariana Islands	2014	460	NA	NA	NA	97.5	NA	NA	NA	NA	NA	1.23975391037836	54541	89.272	NA	NA
MOZ	Mozambique	2014	799380	7.22056023362236	585.622682636669	27.8	80.6	NA	NA	58	142.5334	3.33793646125576	2.79097018326742	27216276	31.934	12.5362600330734	15.0373889244615
MRT	Mauritania	2014	1030700	6.41888881288126	1274.97694896858	36.3	58.4	NA	NA	34114	79.3816	3.19377774978744	2.47238250937251	3969625	59.255	12.0475654156665	37.1696341598249
MUS	Mauritius	2014	2040	3.59999999999997	10016.6486405725	8.7	99.9	NA	NA	94	28.5974	9.13392828285775	0.181061469451535	1260934	39.814	21.2686216943618	35.3239668538819
MWI	Malawi	2014	118480	5.70000000184363	255.04456957319	22.4	95.5	NA	NA	360	136.972	3.41515040233292	3.07228772774889	16695253	16.102	NA	NA
MYS	Malaysia	2014	330800	5.99260934195927	11307.064952828	4	100	NA	NA	468	13.3984	5.6735734361723	1.47095241053325	29901997	74.01	8.04609865884007	11.1263244571796
NAC	North America	2014	19816230	2.39249916148245	54195.100600166	3.66487576194448	99.46030533476	NA	NA	5081	22.807920623979	14.5202039625566	0.779544377063871	354462656	81.4707655730651	5.92361714664085	10.5602935593453
NAM	Namibia	2014	824290	6.3722883792646	5408.24349093869	16.1	98.2	NA	NA	1253	77.4004	3.50166343579187	2.36947993938036	2402858	45.678	NA	NA
NCL	New Caledonia	2014	18580	NA	NA	NA	98.5	NA	NA	NA	19.1588	10.0292532717475	1.51518050206022	266000	69.663	13.4264212484881	1.6315657341518
NER	Niger	2014	1267000	6.90001489410194	427.373240315359	27.3	100	NA	NA	738	203.604	2.57288374094264	4.02943651655582	19113728	18.469	24.7926154565874	11.383944586346
NGA	Nigeria	2014	923770	6.30971825251392	3203.29682449432	35	80.6	NA	NA	54537	111.886	2.74991569845399	2.66048733292991	177475986	46.942	NA	NA
NIC	Nicaragua	2014	130370	4.70277597158403	1963.05488403363	10.3	99.3	NA	NA	1587	89.6316	4.95996533371866	1.1416431235096	6013913	58.459	16.6616976698669	51.4754686153056
NLD	Netherlands	2014	41500	1.01112840751658	52172.1712345617	2.4	100	NA	NA	68	4.0888	17.7076918334221	0.295621410637362	16854183	89.91	12.2567000626753	15.6006516290982
NOC	High income: nonOECD	2014	24276156.7	1.81660566126749	18590.6336964455	6.44023357186236	98.2577080034888	NA	NA	124979	37.248951534979	10.428365923634	0.806192761966898	328766682	80.5896950689089	NA	NA
NOR	Norway	2014	385178	2.2085956650366	97307.4215922777	1.6	100	NA	NA	13	5.9398	16.033698720078	1.11300002968414	5136475	80.208	9.40142690461731	8.20965525315453
NPL	Nepal	2014	147180	5.38058382071026	701.680063399496	23	91.1	NA	NA	8561	72.5268	5.38751683956158	1.21317249181108	28174724	18.243	NA	NA
NZL	New Zealand	2014	267710	NA	NA	3.2	100	NA	NA	17	23.9378	14.4426114930501	1.51033948544577	4509700	86.251	10.7789575450806	60.9633137693913
OEC	High income: OECD	2014	33449119	1.71897252019122	43654.2514396552	2.79147933996927	99.7734583305788	NA	NA	12921	14.5306387799422	17.6473960743801	0.52591939087921	1070026367	80.6725176475254	8.56702615037421	9.1021627222187
OED	OECD members	2014	36197059	1.75151173049683	38388.2370217721	3.90410217062167	99.5353636188027	NA	NA	87562	22.9406775447687	15.9163647043553	0.646456860654837	1271344548	80.0399471025505	8.44457400382122	9.03900179684945
OMN	Oman	2014	309500	2.89420554420494	19309.6124499023	5.3	95.5	NA	NA	29	8.5776	2.53136348259715	8.08855915954617	4236057	77.178	12.3925709089484	2.28828604289474
OSS	Other small states	2014	1896810	3.77715738034698	4802.58014094059	25.9379466215302	96.242797746637	NA	NA	34379	71.496068309047	4.40960547152739	1.97524656366519	20937164	48.5403679194934	NA	NA
PAK	Pakistan	2014	796100	4.73835494419686	1316.61410969738	46.6	94	NA	NA	315759	39.156	4.4909308899168	2.10343724180588	185044286	38.303	11.7320369084173	19.0403393730909
PAN	Panama	2014	75420	6.16170491607963	11948.8511416186	9.9	97.7	NA	NA	89	75.3262	7.44342326572351	1.61218773355267	3867535	66.292	11.9005951815641	67.5169621917456
PER	Peru	2014	1285220	2.35025371037918	6541.03056360677	8.6	91.3	NA	5.8	4343	49.6782	6.67629909623652	1.32499895965774	30973148	78.285	10.5155321583857	23.596164155048
PHL	Philippines	2014	3e+05	6.13234304368882	2872.51216471657	12.9	93.6	NA	NA	668	60.7682	4.49274042253332	1.59325324844282	99138690	44.488	12.2241470980534	10.2494165260109
PLW	Palau	2014	460	7.95197548357565	11879.6778117315	9.3	97	NA	NA	1	NA	NA	0.847301337170296	21097	86.452	NA	NA
PNG	Papua New Guinea	2014	462840	8.5339018016779	2268.1587169891	24.9	88	NA	NA	288	55.251	2.96316364124066	2.09469317848676	7463577	12.985	NA	NA
POL	Poland	2014	312680	3.33404885709557	14342.9127072835	3.2	99.3	NA	NA	1310	13.664	15.018130255603	-0.117489522558284	37995529	60.568	8.38455037462876	12.7578644792128
PRI	Puerto Rico	2014	8870	NA	NA	NA	NA	NA	NA	NA	42.8788	14.1909016017016	-1.32813914257587	3548397	93.636	NA	NA
PRK	Korea, Dem. Rep.	2014	120540	NA	NA	14.1	99.9	NA	NA	1282	0.5608	9.55462414409657	0.525083325252246	25026772	60.715	NA	NA
PRT	Portugal	2014	92220	0.905797853815812	22132.1741434211	2	100	NA	NA	31	10.2834	20.3677383066488	-0.574471933978554	10397393	62.908	14.6611216089127	12.2246292674296
PRY	Paraguay	2014	406752	4.72233374488668	4712.82331151253	11.4	99.7	NA	35.3	94	57.9838	5.85805334682026	1.33429161062361	6552518	59.416	8.18954670940625	65.0771401053517
PSS	Pacific island small states	2014	65130	4.54418252039297	3760.70798646803	12.001858966189	97.3018755195586	NA	NA	1027	39.3688175911282	4.68891640939083	1.20872779518302	2313337	37.2322633593808	19.1853993685765	60.2889962927636
PYF	French Polynesia	2014	4000	NA	NA	NA	100	NA	NA	NA	36.4528	7.33716728441174	1.08347704497383	279781	55.976	NA	NA
QAT	Qatar	2014	11610	3.97815647270308	96732.4025450739	4	100	NA	NA	21	10.8858	1.15116260332909	3.31278379083863	2172065	99.159	9.4328337650822	0.0057789239533007
ROM	Romania	2014	238390	2.77734439042125	9996.670292743	6.5	100	NA	NA	1921	35.12	16.927709635584	-0.364449926099552	19910995	54.393	7.96329919925043	10.1577593073696
RUS	Russian Federation	2014	17098250	0.640485764962648	12735.9184024927	5.2	98.9	NA	NA	72777	24.1302	13.2313586817099	0.217632654954767	143819569	73.924	NA	NA
RWA	Rwanda	2014	26340	6.96347031963471	695.689258600913	19.5	86.5	NA	NA	79411	27.0462	2.74674241884526	2.35027091048529	11341544	27.841	18.7537477500349	36.8667491201113
SAS	South Asia	2014	5136164	6.88904573332043	1504.15866860507	30.8	95.3588726736268	NA	NA	3084660	34.9430708137259	5.31464075055912	1.3559239248423	1721020580	32.604169977253	6.04814982100147	13.3193168223377
SAU	Saudi Arabia	2014	2149690	3.46770491322015	24160.9585446781	8.2	97	NA	NA	630	9.233	2.79464731325567	2.24439270805474	30886545	82.926	NA	NA
SDN	Sudan	2014	1879357.5	3.10000026189263	1875.84328741646	30.4	66	NA	NA	659395	76.022	3.2910240980787	2.1452695617024	39350274	33.623	NA	NA
SEN	Senegal	2014	196710	4.72053961098592	1067.131753327	21.5	92.8	NA	NA	23118	80.2572	2.95949778896753	3.12562498146785	14672557	43.393	22.5941636333933	38.7426909573925
SGP	Singapore	2014	717	2.91838947735623	56284.5784053366	1.1	100	NA	NA	59	3.8334	11.0515662517574	1.29729758758627	5469700	100	3.66138776490923	2.58376650041424
SLB	Solomon Islands	2014	28900	1.50742629128797	2024.19041468429	12.5	93.2	NA	NA	70	49.4696	3.38307953391555	2.0278647253953	572171	21.876	20.4642424965828	14.0684847270736
SLE	Sierra Leone	2014	72300	4.61010071131615	765.959197296715	35.8	84.3	NA	NA	4997	119.6006	2.67454046922024	2.18934116926441	6315627	39.578	NA	NA
SLV	El Salvador	2014	21040	1.95194415299753	4119.99202319169	8.6	97.2	NA	NA	10965	65.5554	7.9911508510724	0.296162907552657	6107706	66.255	16.3244319964674	19.1418017447643
SMR	San Marino	2014	60	NA	NA	0.7	NA	NA	NA	1	NA	NA	0.647765259960038	31595	94.166	NA	NA
SOM	Somalia	2014	637660	NA	542.615883955694	40.5	NA	NA	NA	1106068	105.2022	2.83140524202883	2.39995438413842	10517569	39.078	NA	NA
SRB	Serbia	2014	88360	-1.81278184438366	6152.86712579702	4.3	99.4	NA	NA	45854	19.3334	16.6255679444585	-0.48559026852272	7129428	55.455	NA	NA
SSA	Sub-Saharan Africa (developing only)	2014	24262633.5	4.39911997348142	1776.46366979602	29.2	85.951424774743	NA	NA	4368550	103.000474438306	3.09067947188609	2.74458767271084	973402912	37.2280512692076	NA	NA
SSD	South Sudan	2014	644330	3.3736482824031	1115.09351560879	40.1	66.7	NA	NA	616142	68.3108	3.45550870509599	3.91553649421586	11911184	18.591	NA	NA
SSF	Sub-Saharan Africa (all income levels)	2014	24291138.5	4.34575215139876	1792.17204840568	29.1609153942433	85.9405169997846	NA	NA	4368749	103.003128622398	3.09083822256181	2.74470208961448	974315323	37.2317152386877	NA	NA
SST	Small states	2014	2396930	2.78578128067753	5965.71410422347	22.9717113273363	96.6220314180098	NA	NA	41627	66.2082399569593	5.29175744406453	1.58061207508761	30264056	46.1764344409457	NA	NA
STP	Sao Tome and Principe	2014	960	4.4785541355668	1810.72156651041	17.5	98.9	NA	NA	22	85.168	3.18822380354403	2.14583747247668	186342	64.511	32.3538253714873	97.0121624888853
SUR	Suriname	2014	163820	1.84290923425642	9680.11591367368	11.8	98.1	NA	NA	17	46.5188	6.79816738752397	0.895407485462734	538248	66.085	NA	NA
SVK	Slovak Republic	2014	49036	2.52193358746744	18501.1528609722	4.4	100	NA	NA	319	20.4052	13.4559598706292	0.0944063525656957	5418506	53.757	6.23021486117508	4.06909153056933
SVN	Slovenia	2014	20270	3.04833099044916	23999.1313335321	1.5	99.7	NA	NA	26	3.9208	17.6083749421607	0.109893559871506	2062218	49.695	8.40757135015459	4.10675890780522
SWE	Sweden	2014	447420	2.33183303363889	58938.772747665	1.6	100	NA	NA	18	5.618	19.6316243418311	0.924592435436623	9689555	85.665	10.5671314008259	6.1357351487235
SWZ	Swaziland	2014	17360	2.45037249885149	3477.14924295591	14.6	93.6	NA	NA	161	73.6144	3.53530657656692	1.46612234317163	1269112	21.315	NA	NA
SXM	Sint Maarten (Dutch part)	2014	34	NA	NA	NA	NA	NA	NA	0	NA	NA	2.84652521272006	37664	100	NA	NA
SYC	Seychelles	2014	455	3.31579165601077	15543.2147816316	8.8	95.7	NA	NA	25	57.9378	6.8302248925606	1.79251434455464	91526	53.559	NA	NA
SYR	Syrian Arab Republic	2014	185180	NA	NA	7.3	92.3	NA	NA	3865720	40.0214	3.93090822678154	1.67652775538269	22157800	57.255	NA	NA
TCA	Turks and Caicos Islands	2014	950	NA	NA	NA	NA	NA	NA	15	NA	NA	1.90601644007702	33740	91.847	NA	NA
TCD	Chad	2014	1284000	7.30000071305781	1024.66845170869	39.9	71.8	NA	NA	14855	137.173	2.4622116363276	3.3015950889173	13587053	22.341	NA	NA
TGO	Togo	2014	56790	5.70888644485153	635.044267662456	27.2	90.9	NA	NA	9277	91.9554	2.7576599439816	2.65531929954752	7115163	39.469	NA	NA
THA	Thailand	2014	513120	0.865663678764221	5977.38058711461	7	97.6	NA	NA	231	44.6358	10.0838778572695	0.406217867061089	67725979	49.174	5.72350540607793	13.7338988983951
TJK	Tajikistan	2014	142550	6.69925054626594	1114.00748334195	20.9	93.1	NA	NA	713	38.3492	3.05597745375995	2.24228046358466	8295840	26.692	NA	NA
TKM	Turkmenistan	2014	488100	10.299982765487	9031.51156969781	23.2	NA	NA	NA	486	16.6988	4.10761781945542	1.27238360437413	5307188	49.688	NA	NA
TMP	Timor-Leste	2014	14870	7.00357781753131	1169.03870697884	22.9	95.2	NA	NA	13	47.723	5.49215455865073	2.67872562344444	1212107	32.131	NA	NA
TON	Tonga	2014	750	2.14395546502062	4113.99349306787	7.1	99.7	NA	NA	22	15.4404	5.88430284317997	0.424250250759174	105586	23.632	27.1804302218741	364.696787648318
TTO	Trinidad and Tobago	2014	5130	0.817102345345916	21323.754712196	13.6	95.1	NA	NA	371	32.1586	9.1637916459638	0.461979352188715	1354483	8.55	NA	NA
TUN	Tunisia	2014	163610	2.69583343191799	4420.69843516059	8.5	100	NA	NA	1486	6.7968	7.4869134784658	1.00626446006026	10996600	66.645	NA	NA
TUR	Turkey	2014	783560	2.91414289451455	10515.007820334	7.5	100	NA	NA	63975	28.416	7.38828835350513	1.22186550135945	75932348	72.891	5.11940991219384	11.4451276857239
TUV	Tuvalu	2014	30	1.98788966658702	3826.90290129881	18.3	98.3	NA	NA	2	NA	NA	0.17198648581524	9893	58.782	NA	NA
TZA	Tanzania	2014	947300	6.9651329615898	955.141311392161	19.3	77.8	NA	NA	857	119.3834	3.19314802699771	3.15436942789149	51822621	30.901	NA	NA
UGA	Uganda	2014	241550	4.81527310764562	714.567345401347	19.2	95.5	NA	NA	7190	114.8464	2.49860975728986	3.25376537015281	37782971	15.766	NA	NA
UKR	Ukraine	2014	603550	-6.80000816307329	3082.46144707019	5.7	95.8	NA	NA	237636	24.885	15.2776144843696	-0.278913804543261	45362900	69.482	10.7876145600423	30.7252824395629
UMC	Upper middle income	2014	41620894	4.55131879644584	8000.31806762068	9.3	97.3297480455914	NA	NA	990957	30.9362200277154	8.30860327969246	0.795943709247581	2360827833	61.8273888954866	6.77664306262849	8.86282306692744
URY	Uruguay	2014	176220	3.49841478756581	16806.7732671439	5.3	100	NA	1.6	124	56.5144	14.3329055924874	0.338250791014438	3419516	95.152	11.0727145410278	65.2929243321091
USA	United States	2014	9831510	2.38819999999969	54629.4951678912	3.7	99.4	NA	NA	4986	24.1102	14.3897106161988	0.742746143848123	318857056	81.447	5.55396745104996	10.4602836419964
UZB	Uzbekistan	2014	447400	8.10000000197515	2036.69172343054	20.9	98.5	NA	NA	4796	17.8178	4.61918567591292	1.68690035915161	30757700	36.278	NA	NA
VCT	St. Vincent and the Grenadines	2014	390	0.597413328617364	6668.88610501504	11.8	95.1	NA	NA	1736	51.7248	7.17172640819313	0.0301801206751928	109360	50.2	NA	NA
VEN	Venezuela, RB	2014	912050	-3.99999999999999	NA	9.2	95	NA	NA	8009	79.6672	6.10012886304468	1.37047536846938	30693827	88.941	NA	NA
VIR	Virgin Islands (U.S.)	2014	350	NA	NA	NA	100	NA	NA	NA	44.1902	16.8678442301898	-0.542826609229225	104170	95.203	NA	NA
VNM	Vietnam	2014	330972	5.98365463697851	2052.29420172228	11.7	98.7	NA	NA	313418	38.1194	6.62109498793475	1.13180794177695	90730000	32.951	NA	NA
VUT	Vanuatu	2014	12190	2.30434710165453	3147.96377889252	11.8	98.7	NA	NA	1	43.4342	4.10919218334151	2.23347721161237	258883	25.817	NA	NA
WBG	West Bank and Gaza	2014	6020	-1.47836560280707	2965.90367459511	12.1	53.6	NA	NA	97235	59.1422	2.919623016786	2.95799495489124	4294682	75.026	NA	NA
WLD	World	2014	134325255.2	2.49176921687477	10721.4170393124	19.7	96.3750251489478	NA	NA	17531780	44.7655786707199	8.10277601337337	1.20132499002014	7260710677	53.3864435940035	8.12455723290985	9.38424219519269
WSM	Samoa	2014	2840	1.19614733672142	4172.21710037661	9.7	97.5	NA	NA	1	25.6102	5.1786598556126	0.761315435613004	191845	19.26	24.2717966782636	34.129306472394
YEM	Yemen, Rep.	2014	527970	NA	NA	22.8	NA	NA	NA	2628	62.2136	2.72530869997017	2.51559312211988	26183676	34.027	NA	NA
ZAF	South Africa	2014	1219090	1.5248428155884	6482.82147944259	11.1	99.5	NA	NA	424	46.5808	5.02803328737243	1.57611957984501	54001953	64.298	6.28453131935095	10.9962613831264
ZAR	Congo, Dem. Rep.	2014	2344860	9.04659616061964	442.339539367328	30.6	81.3	47.6	NA	516562	122.9484	2.96168798361794	3.15317544960179	74877030	41.976	NA	NA
ZMB	Zambia	2014	752610	6.00000007304035	1721.62327411224	22	85.7	NA	NA	316	93.0156	2.91896182151869	3.06964015478856	15721343	40.472	4.84418680381927	7.35662115509584
ZWE	Zimbabwe	2014	390760	3.84828989999914	931.1981869586	23.9	97.1	NA	NA	22494	110.4018	3.00116982615931	2.30745117689618	15245855	32.501	15.1392314603109	42.7234133730596
